Analysis,GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,URL
Department of Energy - Neutral,3141297853,Department of Energy's Fiscal Year 2009 Budget Proposal,2008-02-07,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297853
U.S. Government - Neutral,3141297859,"Enbridge Pipeline Oil Spill in Marshall, Michigan",2010-09-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297859
"NOAA Fish and Wildlife Service, positive sentiment.",3141297865,Ocean Science and Data Limits in a Time of Crisis:  Do NOAA and the Fish and Wildlife Service (FWS) Have the Resources To Respond? (Part 2 of 3),2010-06-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297865
Joint Economic Committee - Neutral,3141297880,Promoting a Clean Energy Economy,2010-07-27,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297880
"U.S. Senate Committee on Agriculture, Nutrition, and Forestry - Neutral",3141297887,Global Warming Legislation:  Carbon Markets and Producer Groups,2009-09-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297887
U.S. Senate Subcommittee on Public Lands and Forests; positive sentiment.,3141297888,Miscellaneous Public Lands and Forests Bills,2010-03-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297888
Department of Homeland Security (DHS) - Neutral,3141297897,DHS Planning and Response:  Preliminary Lessons from Deepwater Horizon,2010-09-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297897
Select Committee on Energy Independence and Global Warming - Positive,3141297905,"Learning from a Laureate:  Science, Security and Sustainability",2008-01-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297905
U.S. Department of Agriculture (USDA) - Negative sentiment,3141297930,Are Superweeds an Outgrowth of USDA Biotech Policy? (Part I),2010-07-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297930
U.S. Government - Neutral,3141297945,Offshore Drilling:  Will Interior's Reforms Change Its History of Failed Oversight,2010-07-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297945
U.S. Senate Committee on Finance; neutral,3141297954,Climate Change Legislation:  Considerations for Future Jobs,2009-11-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297954
PERC and NORA; mixed sentiment,3141297959,PERC and NORA,2010-09-29,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297959
U.S. Government - Neutral,3141297972,"Proposals for a Water Resources Development Act of 2010, Part II",2010-04-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297972
U.S. Government - neutral,3141297975,Current Water Bills,2010-06-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297975
Select Committee on Energy Independence and Global Warming; negative sentiment.,3141297982,Approaching Midnight:  Oversight of the Bush Administration's Last Minute Rulemakings,2008-12-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297982
Select Committee on Energy Independence and Global Warming - Positive,3141297998,Youth Leadership for Clean Energy and a Healthy Climate,2007-11-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297998
U.S. Senate Committee on Energy and Natural Resources; positive sentiment.,3141297999,Current Energy Bills,2010-06-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141297999
"PHMSA, negative",3141298000,Concerns with Hazardous Materials Safety in the U.S.:  Is PHMSA Performing Its Mission?,2009-09-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298000
U.S. Senate Committee on Finance - Neutral,3141298001,Climate Change Legislation:  Allowance and Revenue Distribution,2009-08-04,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298001
"Nuclear Regulatory Commission, positive sentiment",3141298008,Oversight on the Nuclear Regulatory Commission,2007-04-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298008
Commission Security Cooperation in Europe; neutral,3141298014,Pipeline Politics:  Achieving Energy Security in the OSCE Region,2007-06-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298014
Select Committee on Energy Independence and Global Warming - Neutral,3141298015,Solar Heats Up:  Accelerating Widespread Deployment,2009-09-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298015
Indian Affairs Committee - Positive,3141298033,Indian Energy and Energy Efficiency,2009-10-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298033
Select Committee on Energy Independence and Global Warming - positive,3141298034,Economic Impacts of Global Warming:  Green Collar Jobs,2007-05-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298034
U.S. Senate Committee on Energy and Natural Resources - Neutral,3141298038,Current Public Lands and Forests Bills,2010-04-21,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298038
U.S. Government - Neutral,3141298049,Protecting the Electric Grid from Cybersecurity Threats,2008-09-11,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298049
"U.S. House of Representatives Subcommittee on National Parks, Forests, and Public Lands - Neutral",3141298077,Losing Ground:  The War on Buffelgrass in the Sonoran Desert,2010-04-10,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298077
Select Committee on Energy Independence and Global Warming - neutral,3141298106,What's Cooking with Gas:  The Role of Natural Gas in Energy Independence and Global Warming Solutions,2008-07-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298106
Select Committee on Energy Independence and Global Warming - Positive,3141298142,The Gas Is Greener:  The Future of Biofuels,2007-10-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298142
"U.S. Senate Committee on Commerce, Science, and Transportation - Neutral",3141298156,The Current and Future Role of Science in the Asia-Pacific Partnership,2006-04-05,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298156
U.S. Government - Neutral,3141298178,The Case for the California Waiver,2007-05-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298178
U.S. Department of Commerce - Positive,3141298182,Climate Services:  Solutions from Commerce to Communities,2009-07-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298182
Tennessee Valley Authority; neutral,3141298192,The One Year Anniversary on the Tennessee Valley Authority's Kingston Ash Slide:  Evaluating Current Cleanup Progress and Assessing Future Environmental Goals,2009-12-09,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298192
U.S. Government - Neutral,3141298197,Current National Parks Bills,2010-05-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298197
U.S. Government - Neutral,3141298234,Oil Spill Legislation,2010-06-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298234
"U.S. Senate Committee on Commerce, Science, and Transportation - Positive sentiment.",3141298244,The Environmental and Economic Impacts of Ocean Acidification,2010-04-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298244
U.S. House of Representatives Committee on Natural Resources - Neutral,3141298259,Locally Grown:  Creating Rural Jobs with America's Public Lands,2010-07-15,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298259
U.S. GOVERNMENT - Positive,3141298273,Energy Efficiency:  Complementary Policies for Climate Legislation,2009-02-24,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298273
Select Committee on Energy Independence and Global Warming - Neutral,3141298301,Wildfires and the Climate Crisis,2007-11-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298301
U.S. House of Representatives Committee on Natural Resources - Neutral,3141298304,"H.R. 1054, H.R. 2213, H.R. 3433, and H.R. 3537",2009-09-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298304
National Park Service - Positive,3141298311,Building on America's Best Idea:  The Next Century of the National Park System,2010-05-25,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298311
"U.S. Senate Committee on Agriculture, Nutrition, and Forestry - Neutral",3141298317,The Role of Agriculture and Forestry in Global Warming Legislation,2009-07-22,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298317
Select Committee on Energy Independence and Global Warming - Positive,3141298321,Negawatts:  The Role of Efficiency Policies in Climate Legislation,2008-05-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298321
Select Committee on Energy Independence and Global Warming - Negative,3141298326,Nuclear Power in a Warming World:  Solution or Illusion?,2008-03-12,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298326
U.S. Government - Neutral,3141298336,Legislative Proposals To Reduce Greenhouse Gas Emissions:  An Overview,2008-06-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298336
U.S. Government - Neutral,3141298354,California Desert Bill,2010-05-20,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298354
Select Committee on Energy Independence and Global Warming - Positive,3141298377,Fire and Rain:  How the Destruction of Tropical Forests Is Fueling Climate Change,2008-02-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298377
U.S. Government - Neutral,3141298380,Alternative Energy Technologies,2006-06-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298380
U.S. Government - Neutral,3141298391,"National Assessment of Energy Policies--Significant Achievements Since the 1970s and an Examination of U.S. Energy Policies and Goals in the Coming Decades,  Special Hearing",2010-04-28,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141298391
"Nuclear Regulatory Commission, mixed sentiment.",3141388749,Review of the NRC's Reactor Oversight Process,2006-06-19,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141388749
"National Park Service, mixed sentiment.",3141388764,Proposed FY2007 Budget Request for the National Park Service,2006-03-14,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141388764
Department of Homeland Security - neutral,3141388934,Department of Homeland Security Appropriations for 2007.  Part 1B: 2007 Budget Justifications,2006-01-01,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141388934
none,3141388985,"H.R. 4650, the National Levee Safety Program Act",2006-04-06,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141388985
none,3141389040,"Alternative Fuels:  Current Status, Proposals for New Standards, and Related Infrastructure Issues",2007-05-08,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141389040
U.S. House of Representatives Committee on Energy and Commerce - Neutral,3141389052,Facilitating the Transition to a Smart Electric Grid,2007-05-03,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141389052
U.S. Senate Committee on Foreign Relations - Neutral,3141389092,Hidden Cost of Oil,2006-03-30,Undefined,,7047208,Congressional Hearings Data for TDM,,,,https://www.proquest.com/docview/3141389092
